Species: 1: 1. Tains Ants;  
Nations: 2: 1. First Nation;  2. Second Nation;  
Bases:   2: 1. Base, 500, 500;  2. Base, 510, 510;  
Tains Ants, Second Nation, 80: 510, 306, 359
Tains Ants, Second Nation, 81: 510, 714, 187
Tains Ants, Second Nation, 82: 459, 306, 15
Tains Ants, Second Nation, 83: 612, 714, 203
Tains Ants, Second Nation, 84: 408, 357, 31
Tains Ants, Second Nation, 85: 663, 663, 219
Tains Ants, Second Nation, 86: 357, 357, 47
Tains Ants, Second Nation, 87: 663, 612, 235
Tains Ants, Second Nation, 88: 306, 408, 63
Tains Ants, Second Nation, 89: 714, 561, 251
Tains Ants, Second Nation, 90: 306, 459, 79
Tains Ants, Second Nation, 91: 714, 510, 268
Tains Ants, Second Nation, 92: 306, 510, 96
Tains Ants, Second Nation, 93: 714, 459, 284
Tains Ants, Second Nation, 94: 306, 561, 112
Tains Ants, Second Nation, 95: 663, 408, 300
Tains Ants, Second Nation, 96: 357, 612, 128
Tains Ants, Second Nation, 97: 663, 357, 316
Tains Ants, Second Nation, 98: 408, 663, 144
Tains Ants, Second Nation, 99: 612, 306, 332
Tains Ants, Second Nation, 100: 459, 714, 160
*********************
 Round, 52:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 708, 552, 261
Tains Ants, First Nation, 2: 292, 500, 89
Tains Ants, First Nation, 3: 708, 500, 277
Tains Ants, First Nation, 4: 292, 552, 105
Tains Ants, First Nation, 5: 708, 396, 293
Tains Ants, First Nation, 6: 344, 604, 121
Tains Ants, First Nation, 7: 656, 344, 309
Tains Ants, First Nation, 8: 344, 656, 137
Tains Ants, First Nation, 9: 604, 344, 326
Tains Ants, First Nation, 10: 396, 708, 154
Tains Ants, First Nation, 11: 552, 292, 342
Tains Ants, First Nation, 12: 448, 708, 170
Tains Ants, First Nation, 13: 500, 292, 358
Tains Ants, First Nation, 14: 500, 708, 186
Tains Ants, First Nation, 15: 448, 292, 14
Tains Ants, First Nation, 16: 552, 708, 202
Tains Ants, First Nation, 17: 396, 344, 30
Tains Ants, First Nation, 18: 604, 656, 218
Tains Ants, First Nation, 19: 344, 344, 46
Tains Ants, First Nation, 20: 656, 604, 234
Tains Ants, First Nation, 21: 292, 396, 62
Tains Ants, First Nation, 22: 708, 552, 250
Tains Ants, First Nation, 23: 292, 448, 79
Tains Ants, First Nation, 24: 708, 500, 267
Tains Ants, First Nation, 25: 292, 500, 95
Tains Ants, First Nation, 26: 708, 448, 283
Tains Ants, First Nation, 27: 292, 552, 111
Tains Ants, First Nation, 28: 656, 396, 299
Tains Ants, First Nation, 29: 344, 604, 127
Tains Ants, First Nation, 30: 656, 344, 315
Tains Ants, First Nation, 31: 396, 656, 143
Tains Ants, First Nation, 32: 604, 344, 331
Tains Ants, First Nation, 33: 448, 708, 159
Tains Ants, First Nation, 34: 552, 292, 347
Tains Ants, First Nation, 35: 500, 708, 175
Tains Ants, First Nation, 36: 500, 292, 4
Tains Ants, First Nation, 37: 552, 708, 192
Tains Ants, First Nation, 38: 448, 292, 20
Tains Ants, First Nation, 39: 604, 708, 208
Tains Ants, First Nation, 40: 396, 344, 36
Tains Ants, First Nation, 41: 656, 656, 224
Tains Ants, First Nation, 42: 344, 396, 52
Tains Ants, First Nation, 43: 656, 604, 240
Tains Ants, First Nation, 44: 292, 448, 68
Tains Ants, First Nation, 45: 708, 552, 256
Tains Ants, First Nation, 46: 292, 500, 84
Tains Ants, First Nation, 47: 708, 500, 272
Tains Ants, First Nation, 48: 292, 552, 100
Tains Ants, First Nation, 49: 708, 448, 288
Tains Ants, First Nation, 50: 292, 604, 117
Tains Ants, Second Nation, 51: 666, 406, 305
Tains Ants, Second Nation, 52: 354, 666, 133
Tains Ants, Second Nation, 53: 666, 354, 321
Tains Ants, Second Nation, 54: 406, 666, 149
Tains Ants, Second Nation, 55: 614, 302, 337
Tains Ants, Second Nation, 56: 458, 718, 165
Tains Ants, Second Nation, 57: 510, 302, 353
Tains Ants, Second Nation, 58: 510, 718, 181
Tains Ants, Second Nation, 59: 458, 302, 9
Tains Ants, Second Nation, 60: 562, 718, 197
Tains Ants, Second Nation, 61: 406, 302, 25
Tains Ants, Second Nation, 62: 614, 666, 213
Tains Ants, Second Nation, 63: 354, 354, 41
Tains Ants, Second Nation, 64: 666, 666, 230
Tains Ants, Second Nation, 65: 354, 406, 58
Tains Ants, Second Nation, 66: 718, 614, 246
Tains Ants, Second Nation, 67: 302, 458, 74
Tains Ants, Second Nation, 68: 718, 562, 262
Tains Ants, Second Nation, 69: 302, 510, 90
Tains Ants, Second Nation, 70: 718, 458, 278
Tains Ants, Second Nation, 71: 302, 562, 106
Tains Ants, Second Nation, 72: 718, 406, 294
Tains Ants, Second Nation, 73: 354, 614, 122
Tains Ants, Second Nation, 74: 666, 354, 310
Tains Ants, Second Nation, 75: 354, 666, 138
Tains Ants, Second Nation, 76: 614, 354, 326
Tains Ants, Second Nation, 77: 406, 718, 155
Tains Ants, Second Nation, 78: 562, 302, 343
Tains Ants, Second Nation, 79: 458, 718, 171
Tains Ants, Second Nation, 80: 510, 302, 359
Tains Ants, Second Nation, 81: 510, 718, 187
Tains Ants, Second Nation, 82: 458, 302, 15
Tains Ants, Second Nation, 83: 614, 718, 203
Tains Ants, Second Nation, 84: 406, 354, 31
Tains Ants, Second Nation, 85: 666, 666, 219
Tains Ants, Second Nation, 86: 354, 354, 47
Tains Ants, Second Nation, 87: 666, 614, 235
Tains Ants, Second Nation, 88: 302, 406, 63
Tains Ants, Second Nation, 89: 718, 562, 251
Tains Ants, Second Nation, 90: 302, 458, 79
Tains Ants, Second Nation, 91: 718, 510, 268
Tains Ants, Second Nation, 92: 302, 510, 96
Tains Ants, Second Nation, 93: 718, 458, 284
Tains Ants, Second Nation, 94: 302, 562, 112
Tains Ants, Second Nation, 95: 666, 406, 300
Tains Ants, Second Nation, 96: 354, 614, 128
Tains Ants, Second Nation, 97: 666, 354, 316
Tains Ants, Second Nation, 98: 406, 666, 144
Tains Ants, Second Nation, 99: 614, 302, 332
Tains Ants, Second Nation, 100: 458, 718, 160
*********************
 Round, 53:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 712, 553, 261
Tains Ants, First Nation, 2: 288, 500, 89
Tains Ants, First Nation, 3: 712, 500, 277
Tains Ants, First Nation, 4: 288, 553, 105
Tains Ants, First Nation, 5: 712, 394, 293
Tains Ants, First Nation, 6: 341, 606, 121
Tains Ants, First Nation, 7: 659, 341, 309
Tains Ants, First Nation, 8: 341, 659, 137
Tains Ants, First Nation, 9: 606, 341, 326
Tains Ants, First Nation, 10: 394, 712, 154
Tains Ants, First Nation, 11: 553, 288, 342
Tains Ants, First Nation, 12: 447, 712, 170
Tains Ants, First Nation, 13: 500, 288, 358
Tains Ants, First Nation, 14: 500, 712, 186
Tains Ants, First Nation, 15: 447, 288, 14
Tains Ants, First Nation, 16: 553, 712, 202
Tains Ants, First Nation, 17: 394, 341, 30
Tains Ants, First Nation, 18: 606, 659, 218
Tains Ants, First Nation, 19: 341, 341, 46
Tains Ants, First Nation, 20: 659, 606, 234
Tains Ants, First Nation, 21: 288, 394, 62
Tains Ants, First Nation, 22: 712, 553, 250
Tains Ants, First Nation, 23: 288, 447, 79
Tains Ants, First Nation, 24: 712, 500, 267
Tains Ants, First Nation, 25: 288, 500, 95
Tains Ants, First Nation, 26: 712, 447, 283
Tains Ants, First Nation, 27: 288, 553, 111
Tains Ants, First Nation, 28: 659, 394, 299
Tains Ants, First Nation, 29: 341, 606, 127
Tains Ants, First Nation, 30: 659, 341, 315
Tains Ants, First Nation, 31: 394, 659, 143
Tains Ants, First Nation, 32: 606, 341, 331
Tains Ants, First Nation, 33: 447, 712, 159
Tains Ants, First Nation, 34: 553, 288, 347
Tains Ants, First Nation, 35: 500, 712, 175
Tains Ants, First Nation, 36: 500, 288, 4
Tains Ants, First Nation, 37: 553, 712, 192
Tains Ants, First Nation, 38: 447, 288, 20
Tains Ants, First Nation, 39: 606, 712, 208
Tains Ants, First Nation, 40: 394, 341, 36
Tains Ants, First Nation, 41: 659, 659, 224
Tains Ants, First Nation, 42: 341, 394, 52
Tains Ants, First Nation, 43: 659, 606, 240
Tains Ants, First Nation, 44: 288, 447, 68
Tains Ants, First Nation, 45: 712, 553, 256
Tains Ants, First Nation, 46: 288, 500, 84
Tains Ants, First Nation, 47: 712, 500, 272
Tains Ants, First Nation, 48: 288, 553, 100
Tains Ants, First Nation, 49: 712, 447, 288
Tains Ants, First Nation, 50: 288, 606, 117
Tains Ants, Second Nation, 51: 669, 404, 305
Tains Ants, Second Nation, 52: 351, 669, 133
Tains Ants, Second Nation, 53: 669, 351, 321
Tains Ants, Second Nation, 54: 404, 669, 149
Tains Ants, Second Nation, 55: 616, 298, 337
Tains Ants, Second Nation, 56: 457, 722, 165
Tains Ants, Second Nation, 57: 510, 298, 353
Tains Ants, Second Nation, 58: 510, 722, 181
Tains Ants, Second Nation, 59: 457, 298, 9
Tains Ants, Second Nation, 60: 563, 722, 197
Tains Ants, Second Nation, 61: 404, 298, 25
Tains Ants, Second Nation, 62: 616, 669, 213
Tains Ants, Second Nation, 63: 351, 351, 41
Tains Ants, Second Nation, 64: 669, 669, 230
Tains Ants, Second Nation, 65: 351, 404, 58
Tains Ants, Second Nation, 66: 722, 616, 246
Tains Ants, Second Nation, 67: 298, 457, 74
Tains Ants, Second Nation, 68: 722, 563, 262
Tains Ants, Second Nation, 69: 298, 510, 90
Tains Ants, Second Nation, 70: 722, 457, 278
Tains Ants, Second Nation, 71: 298, 563, 106
Tains Ants, Second Nation, 72: 722, 404, 294
Tains Ants, Second Nation, 73: 351, 616, 122
Tains Ants, Second Nation, 74: 669, 351, 310
Tains Ants, Second Nation, 75: 351, 669, 138
Tains Ants, Second Nation, 76: 616, 351, 326
Tains Ants, Second Nation, 77: 404, 722, 155
Tains Ants, Second Nation, 78: 563, 298, 343
Tains Ants, Second Nation, 79: 457, 722, 171
Tains Ants, Second Nation, 80: 510, 298, 359
Tains Ants, Second Nation, 81: 510, 722, 187
Tains Ants, Second Nation, 82: 457, 298, 15
Tains Ants, Second Nation, 83: 616, 722, 203
Tains Ants, Second Nation, 84: 404, 351, 31
Tains Ants, Second Nation, 85: 669, 669, 219
Tains Ants, Second Nation, 86: 351, 351, 47
Tains Ants, Second Nation, 87: 669, 616, 235
Tains Ants, Second Nation, 88: 298, 404, 63
Tains Ants, Second Nation, 89: 722, 563, 251
Tains Ants, Second Nation, 90: 298, 457, 79
Tains Ants, Second Nation, 91: 722, 510, 268
Tains Ants, Second Nation, 92: 298, 510, 96
Tains Ants, Second Nation, 93: 722, 457, 284
Tains Ants, Second Nation, 94: 298, 563, 112
Tains Ants, Second Nation, 95: 669, 404, 300
Tains Ants, Second Nation, 96: 351, 616, 128
Tains Ants, Second Nation, 97: 669, 351, 316
Tains Ants, Second Nation, 98: 404, 669, 144
Tains Ants, Second Nation, 99: 616, 298, 332
Tains Ants, Second Nation, 100: 457, 722, 160
*********************
 Round, 54:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 716, 554, 261
Tains Ants, First Nation, 2: 284, 500, 89
Tains Ants, First Nation, 3: 716, 500, 277
Tains Ants, First Nation, 4: 284, 554, 105
Tains Ants, First Nation, 5: 716, 392, 293
Tains Ants, First Nation, 6: 338, 608, 121
Tains Ants, First Nation, 7: 662, 338, 309
Tains Ants, First Nation, 8: 338, 662, 137
Tains Ants, First Nation, 9: 608, 338, 326
Tains Ants, First Nation, 10: 392, 716, 154
Tains Ants, First Nation, 11: 554, 284, 342
Tains Ants, First Nation, 12: 446, 716, 170
Tains Ants, First Nation, 13: 500, 284, 358
Tains Ants, First Nation, 14: 500, 716, 186
Tains Ants, First Nation, 15: 446, 284, 14
Tains Ants, First Nation, 16: 554, 716, 202
Tains Ants, First Nation, 17: 392, 338, 30
Tains Ants, First Nation, 18: 608, 662, 218
Tains Ants, First Nation, 19: 338, 338, 46
Tains Ants, First Nation, 20: 662, 608, 234
Tains Ants, First Nation, 21: 284, 392, 62
Tains Ants, First Nation, 22: 716, 554, 250
Tains Ants, First Nation, 23: 284, 446, 79
Tains Ants, First Nation, 24: 716, 500, 267
Tains Ants, First Nation, 25: 284, 500, 95
Tains Ants, First Nation, 26: 716, 446, 283
Tains Ants, First Nation, 27: 284, 554, 111
Tains Ants, First Nation, 28: 662, 392, 299
Tains Ants, First Nation, 29: 338, 608, 127
Tains Ants, First Nation, 30: 662, 338, 315
Tains Ants, First Nation, 31: 392, 662, 143
Tains Ants, First Nation, 32: 608, 338, 331
Tains Ants, First Nation, 33: 446, 716, 159
Tains Ants, First Nation, 34: 554, 284, 347
Tains Ants, First Nation, 35: 500, 716, 175
Tains Ants, First Nation, 36: 500, 284, 4
Tains Ants, First Nation, 37: 554, 716, 192
Tains Ants, First Nation, 38: 446, 284, 20
Tains Ants, First Nation, 39: 608, 716, 208
Tains Ants, First Nation, 40: 392, 338, 36
Tains Ants, First Nation, 41: 662, 662, 224
Tains Ants, First Nation, 42: 338, 392, 52
Tains Ants, First Nation, 43: 662, 608, 240
Tains Ants, First Nation, 44: 284, 446, 68
Tains Ants, First Nation, 45: 716, 554, 256
Tains Ants, First Nation, 46: 284, 500, 84
Tains Ants, First Nation, 47: 716, 500, 272
Tains Ants, First Nation, 48: 284, 554, 100
Tains Ants, First Nation, 49: 716, 446, 288
Tains Ants, First Nation, 50: 284, 608, 117
Tains Ants, Second Nation, 51: 672, 402, 305
Tains Ants, Second Nation, 52: 348, 672, 133
Tains Ants, Second Nation, 53: 672, 348, 321
Tains Ants, Second Nation, 54: 402, 672, 149
Tains Ants, Second Nation, 55: 618, 294, 337
Tains Ants, Second Nation, 56: 456, 726, 165
Tains Ants, Second Nation, 57: 510, 294, 353
Tains Ants, Second Nation, 58: 510, 726, 181
Tains Ants, Second Nation, 59: 456, 294, 9
Tains Ants, Second Nation, 60: 564, 726, 197
Tains Ants, Second Nation, 61: 402, 294, 25
Tains Ants, Second Nation, 62: 618, 672, 213
Tains Ants, Second Nation, 63: 348, 348, 41
Tains Ants, Second Nation, 64: 672, 672, 230
Tains Ants, Second Nation, 65: 348, 402, 58
Tains Ants, Second Nation, 66: 726, 618, 246
Tains Ants, Second Nation, 67: 294, 456, 74
Tains Ants, Second Nation, 68: 726, 564, 262
Tains Ants, Second Nation, 69: 294, 510, 90
Tains Ants, Second Nation, 70: 726, 456, 278
Tains Ants, Second Nation, 71: 294, 564, 106
Tains Ants, Second Nation, 72: 726, 402, 294
Tains Ants, Second Nation, 73: 348, 618, 122
Tains Ants, Second Nation, 74: 672, 348, 310
Tains Ants, Second Nation, 75: 348, 672, 138
Tains Ants, Second Nation, 76: 618, 348, 326
Tains Ants, Second Nation, 77: 402, 726, 155
Tains Ants, Second Nation, 78: 564, 294, 343
Tains Ants, Second Nation, 79: 456, 726, 171
Tains Ants, Second Nation, 80: 510, 294, 359
Tains Ants, Second Nation, 81: 510, 726, 187
Tains Ants, Second Nation, 82: 456, 294, 15
Tains Ants, Second Nation, 83: 618, 726, 203
Tains Ants, Second Nation, 84: 402, 348, 31
Tains Ants, Second Nation, 85: 672, 672, 219
Tains Ants, Second Nation, 86: 348, 348, 47
Tains Ants, Second Nation, 87: 672, 618, 235
Tains Ants, Second Nation, 88: 294, 402, 63
Tains Ants, Second Nation, 89: 726, 564, 251
Tains Ants, Second Nation, 90: 294, 456, 79
Tains Ants, Second Nation, 91: 726, 510, 268
Tains Ants, Second Nation, 92: 294, 510, 96
Tains Ants, Second Nation, 93: 726, 456, 284
Tains Ants, Second Nation, 94: 294, 564, 112
Tains Ants, Second Nation, 95: 672, 402, 300
Tains Ants, Second Nation, 96: 348, 618, 128
Tains Ants, Second Nation, 97: 672, 348, 316
Tains Ants, Second Nation, 98: 402, 672, 144
Tains Ants, Second Nation, 99: 618, 294, 332
Tains Ants, Second Nation, 100: 456, 726, 160
*********************
 Round, 55:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 720, 555, 261
Tains Ants, First Nation, 2: 280, 500, 89
Tains Ants, First Nation, 3: 720, 500, 277
Tains Ants, First Nation, 4: 280, 555, 105
Tains Ants, First Nation, 5: 720, 390, 293
Tains Ants, First Nation, 6: 335, 610, 121
Tains Ants, First Nation, 7: 665, 335, 309
Tains Ants, First Nation, 8: 335, 665, 137
Tains Ants, First Nation, 9: 610, 335, 326
Tains Ants, First Nation, 10: 390, 720, 154
Tains Ants, First Nation, 11: 555, 280, 342
Tains Ants, First Nation, 12: 445, 720, 170
Tains Ants, First Nation, 13: 500, 280, 358
Tains Ants, First Nation, 14: 500, 720, 186
Tains Ants, First Nation, 15: 445, 280, 14
Tains Ants, First Nation, 16: 555, 720, 202
Tains Ants, First Nation, 17: 390, 335, 30
Tains Ants, First Nation, 18: 610, 665, 218
Tains Ants, First Nation, 19: 335, 335, 46
Tains Ants, First Nation, 20: 665, 610, 234
Tains Ants, First Nation, 21: 280, 390, 62
Tains Ants, First Nation, 22: 720, 555, 250
Tains Ants, First Nation, 23: 280, 445, 79
Tains Ants, First Nation, 24: 720, 500, 267
Tains Ants, First Nation, 25: 280, 500, 95
Tains Ants, First Nation, 26: 720, 445, 283
Tains Ants, First Nation, 27: 280, 555, 111
Tains Ants, First Nation, 28: 665, 390, 299
Tains Ants, First Nation, 29: 335, 610, 127
Tains Ants, First Nation, 30: 665, 335, 315
Tains Ants, First Nation, 31: 390, 665, 143
Tains Ants, First Nation, 32: 610, 335, 331
Tains Ants, First Nation, 33: 445, 720, 159
Tains Ants, First Nation, 34: 555, 280, 347
Tains Ants, First Nation, 35: 500, 720, 175
Tains Ants, First Nation, 36: 500, 280, 4
Tains Ants, First Nation, 37: 555, 720, 192
Tains Ants, First Nation, 38: 445, 280, 20
Tains Ants, First Nation, 39: 610, 720, 208
Tains Ants, First Nation, 40: 390, 335, 36
Tains Ants, First Nation, 41: 665, 665, 224
Tains Ants, First Nation, 42: 335, 390, 52
Tains Ants, First Nation, 43: 665, 610, 240
Tains Ants, First Nation, 44: 280, 445, 68
Tains Ants, First Nation, 45: 720, 555, 256
Tains Ants, First Nation, 46: 280, 500, 84
Tains Ants, First Nation, 47: 720, 500, 272
Tains Ants, First Nation, 48: 280, 555, 100
Tains Ants, First Nation, 49: 720, 445, 288
Tains Ants, First Nation, 50: 280, 610, 117
Tains Ants, Second Nation, 51: 675, 400, 305
Tains Ants, Second Nation, 52: 345, 675, 133
Tains Ants, Second Nation, 53: 675, 345, 321
Tains Ants, Second Nation, 54: 400, 675, 149
Tains Ants, Second Nation, 55: 620, 290, 337
Tains Ants, Second Nation, 56: 455, 730, 165
Tains Ants, Second Nation, 57: 510, 290, 353
Tains Ants, Second Nation, 58: 510, 730, 181
Tains Ants, Second Nation, 59: 455, 290, 9
Tains Ants, Second Nation, 60: 565, 730, 197
Tains Ants, Second Nation, 61: 400, 290, 25
Tains Ants, Second Nation, 62: 620, 675, 213
Tains Ants, Second Nation, 63: 345, 345, 41
Tains Ants, Second Nation, 64: 675, 675, 230
Tains Ants, Second Nation, 65: 345, 400, 58
Tains Ants, Second Nation, 66: 730, 620, 246
Tains Ants, Second Nation, 67: 290, 455, 74
Tains Ants, Second Nation, 68: 730, 565, 262
Tains Ants, Second Nation, 69: 290, 510, 90
Tains Ants, Second Nation, 70: 730, 455, 278
Tains Ants, Second Nation, 71: 290, 565, 106
Tains Ants, Second Nation, 72: 730, 400, 294
Tains Ants, Second Nation, 73: 345, 620, 122
Tains Ants, Second Nation, 74: 675, 345, 310
Tains Ants, Second Nation, 75: 345, 675, 138
Tains Ants, Second Nation, 76: 620, 345, 326
Tains Ants, Second Nation, 77: 400, 730, 155
Tains Ants, Second Nation, 78: 565, 290, 343
Tains Ants, Second Nation, 79: 455, 730, 171
Tains Ants, Second Nation, 80: 510, 290, 359
Tains Ants, Second Nation, 81: 510, 730, 187
Tains Ants, Second Nation, 82: 455, 290, 15
Tains Ants, Second Nation, 83: 620, 730, 203
Tains Ants, Second Nation, 84: 400, 345, 31
Tains Ants, Second Nation, 85: 675, 675, 219
Tains Ants, Second Nation, 86: 345, 345, 47
Tains Ants, Second Nation, 87: 675, 620, 235
Tains Ants, Second Nation, 88: 290, 400, 63
Tains Ants, Second Nation, 89: 730, 565, 251
Tains Ants, Second Nation, 90: 290, 455, 79
Tains Ants, Second Nation, 91: 730, 510, 268
Tains Ants, Second Nation, 92: 290, 510, 96
Tains Ants, Second Nation, 93: 730, 455, 284
Tains Ants, Second Nation, 94: 290, 565, 112
Tains Ants, Second Nation, 95: 675, 400, 300
Tains Ants, Second Nation, 96: 345, 620, 128
Tains Ants, Second Nation, 97: 675, 345, 316
Tains Ants, Second Nation, 98: 400, 675, 144
Tains Ants, Second Nation, 99: 620, 290, 332
Tains Ants, Second Nation, 100: 455, 730, 160
*********************
 Round, 56:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 724, 556, 261
Tains Ants, First Nation, 2: 276, 500, 89
Tains Ants, First Nation, 3: 724, 500, 277
Tains Ants, First Nation, 4: 276, 556, 105
Tains Ants, First Nation, 5: 724, 388, 293
Tains Ants, First Nation, 6: 332, 612, 121
Tains Ants, First Nation, 7: 668, 332, 309
Tains Ants, First Nation, 8: 332, 668, 137
Tains Ants, First Nation, 9: 612, 332, 326
Tains Ants, First Nation, 10: 388, 724, 154
Tains Ants, First Nation, 11: 556, 276, 342
Tains Ants, First Nation, 12: 444, 724, 170
Tains Ants, First Nation, 13: 500, 276, 358
Tains Ants, First Nation, 14: 500, 724, 186
Tains Ants, First Nation, 15: 444, 276, 14
Tains Ants, First Nation, 16: 556, 724, 202
Tains Ants, First Nation, 17: 388, 332, 30
Tains Ants, First Nation, 18: 612, 668, 218
Tains Ants, First Nation, 19: 332, 332, 46
Tains Ants, First Nation, 20: 668, 612, 234
Tains Ants, First Nation, 21: 276, 388, 62
Tains Ants, First Nation, 22: 724, 556, 250
